Dataset,T,CV,ML,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
t_13,0,1,DT,0.410110189,0.489321704,0.547978223,0.489321704,0.469677218,0.358582733,0,1.154441833,0.36187005,27.27328014
t_13,1,2,DT,0.41005293,0.488217574,0.54748198,0.488217574,0.468811153,0.358516274,0,1.165148973,0.358464003,27.21879077
t_13,2,3,DT,0.41004475,0.489161626,0.547881186,0.489161626,0.469372676,0.35850772,0,1.104716778,0.373330832,26.85686493
t_13,3,4,DT,0.41004475,0.488147336,0.547391586,0.488147336,0.468596745,0.358506794,0,1.144960165,0.358608961,26.83441472
t_13,4,5,DT,0.409979311,0.48769482,0.547308668,0.48769482,0.467717254,0.358431993,0,1.1169734,0.360920429,27.27588367
t_13,5,6,DT,0.41006929,0.488501793,0.547177043,0.488501793,0.468309671,0.358534848,0,1.112734318,0.345075846,26.64318776
t_13,6,7,DT,0.410003851,0.488736764,0.547622321,0.488736764,0.468971788,0.358458831,0,1.189393997,0.344893456,27.55730939
t_13,7,8,DT,0.409979311,0.487891898,0.548121554,0.487891898,0.468179989,0.358428207,0,1.11657548,0.378871441,25.90849781
t_13,8,9,DT,0.41003657,0.489047093,0.548471359,0.489047093,0.469440786,0.3584961,0,1.138710976,0.362083912,26.37828326
t_13,9,10,DT,0.410012031,0.48836178,0.547659684,0.48836178,0.468546988,0.358467383,0,1.122442484,0.381280422,26.06384039
t_13,10,11,DT,0.409995671,0.488126839,0.546910946,0.488126839,0.467905847,0.358451732,0,1.102581501,0.346030235,26.6233387
t_13,11,12,DT,0.410183808,0.490027515,0.547928973,0.490027515,0.470631292,0.358669275,0,1.139479876,0.370765924,26.98902106
t_13,12,13,DT,0.41007747,0.48823619,0.547329047,0.48823619,0.468509072,0.358545234,0,1.19094944,0.38077426,26.68508792
t_13,13,14,DT,0.41004475,0.488026203,0.548671557,0.488026203,0.468814278,0.358506518,0,1.101821423,0.251371861,26.87683105
t_13,14,15,DT,0.409946592,0.487715348,0.54706961,0.487715348,0.468258161,0.358393027,0,1.112254381,0.377738953,27.01285958
t_13,15,16,DT,0.41003657,0.48853318,0.547061838,0.48853318,0.468076464,0.358498273,0,1.11118865,0.357241154,25.85632801
t_13,16,17,DT,0.41006929,0.488413202,0.548286121,0.488413202,0.468746841,0.358534255,0,0.96318388,0.326258183,26.94155908
t_13,17,18,DT,0.410020211,0.489004248,0.548225811,0.489004248,0.46979141,0.358478845,0,1.153765917,0.376930714,27.07063794
t_13,18,19,DT,0.410020211,0.488095284,0.548212914,0.488095284,0.468349633,0.358478547,0,1.118456602,0.349956512,26.41192675
t_13,19,20,DT,0.41004475,0.487937613,0.54795714,0.487937613,0.468458672,0.358505631,0,1.098065376,0.354352713,25.48939252
t_13,20,21,DT,0.41005293,0.488977844,0.548817516,0.488977844,0.469551416,0.35851553,0,1.114224672,0.357270718,26.82522297
t_13,21,22,DT,0.409995671,0.488595565,0.547471112,0.488595565,0.46828805,0.35845052,0,1.133211374,0.360588074,26.09446335
t_13,22,23,DT,0.410012031,0.488344152,0.548265226,0.488344152,0.46917792,0.358468258,0,1.111133337,0.36164546,28.09491968
t_13,23,24,DT,0.409962951,0.48778486,0.547675506,0.48778486,0.468464638,0.358409825,0,1.106007099,0.314664602,25.9841187
t_13,24,25,DT,0.41003657,0.48837452,0.547974246,0.48837452,0.468571994,0.35849644,0,1.10755825,0.381926537,25.95921469
t_13,25,26,DT,0.410126549,0.489391217,0.547682281,0.489391217,0.469473448,0.35860104,0,1.167352438,0.428052664,26.81820917
t_13,26,27,DT,0.409995671,0.487619695,0.54626801,0.487619695,0.467330469,0.35845294,0,1.04447484,0.362262249,26.42939067
t_13,27,28,DT,0.41002839,0.487962567,0.547770016,0.487962567,0.468381208,0.358487538,0,1.143902779,0.361385584,27.41872644
t_13,28,29,DT,0.409995671,0.488495222,0.549020993,0.488495222,0.469189131,0.358446839,0,1.173551559,0.388251305,26.52402449
t_13,29,30,DT,0.41006111,0.488794956,0.547217529,0.488794956,0.469137233,0.358528135,0,1.138967514,0.370364904,30.81671214
t_13,30,31,DT,0.410093829,0.488668209,0.547538081,0.488668209,0.468971797,0.358563708,0,1.124797106,0.359212399,27.0028615
t_13,31,32,DT,0.41007747,0.488610449,0.548288542,0.488610449,0.469135778,0.358543974,0,1.133305788,0.386459589,26.92538333
t_13,32,33,DT,0.410012031,0.487606493,0.547764954,0.487606493,0.467752054,0.358468183,0,1.119956255,0.357825756,27.18716311
t_13,33,34,DT,0.410003851,0.488235496,0.547284799,0.488235496,0.468403739,0.358461356,0,1.161333561,0.361262083,27.49602604
t_13,34,35,DT,0.409979311,0.488349765,0.548419787,0.488349765,0.469239685,0.358429687,0,1.11960268,0.373351812,26.76380777
t_13,35,36,DT,0.41002839,0.488629264,0.547881874,0.488629264,0.469202134,0.358487342,0,1.133058071,0.370195389,27.00393748
t_13,36,37,DT,0.409995671,0.488045018,0.547374646,0.488045018,0.468501859,0.358449934,0,1.135485649,0.377301216,26.55859661
t_13,37,38,DT,0.41002839,0.488407788,0.548305348,0.488407788,0.469239718,0.358487741,0,1.128991365,0.376781702,26.7883451
t_13,38,39,DT,0.410020211,0.488140472,0.547020907,0.488140472,0.468413504,0.358479075,0,1.154902458,0.370484114,27.28997231
t_13,39,40,DT,0.410085649,0.488515258,0.547107624,0.488515258,0.468419021,0.358554581,0,1.144350529,0.360575199,27.15294385
t_13,40,41,DT,0.410003851,0.48831821,0.548337008,0.48831821,0.469068256,0.358458039,0,1.127183199,0.392278433,27.05852342
t_13,41,42,DT,0.41002839,0.487918272,0.547565958,0.487918272,0.468268926,0.358486661,0,1.112178802,0.361160994,26.7853353
t_13,42,43,DT,0.41004475,0.487899194,0.547479777,0.487899194,0.468091295,0.358506424,0,1.123198271,0.36398387,26.28256917
t_13,43,44,DT,0.410003851,0.488373364,0.548296186,0.488373364,0.468261361,0.35845825,0,1.172902107,0.376251698,27.38817692
t_13,44,45,DT,0.410003851,0.4881912,0.546987455,0.4881912,0.468245204,0.358460645,0,1.145185947,0.350818872,25.63877392
t_13,45,46,DT,0.41005293,0.488514995,0.547668449,0.488514995,0.46877928,0.358517577,0,1.136693001,0.361531496,27.31125474
t_13,46,47,DT,0.41002839,0.488634247,0.548378974,0.488634247,0.468744061,0.358486152,0,1.13229537,0.377597332,27.18614793
t_13,47,48,DT,0.409987491,0.487753305,0.547446707,0.487753305,0.468219214,0.358439492,0,1.133060694,0.370768309,26.7141633
t_13,48,49,DT,0.409946592,0.487428786,0.546921253,0.487428786,0.467490411,0.358394044,0,1.148795605,0.354981184,27.25191808
t_13,49,50,DT,0.410012031,0.488520439,0.547345732,0.488520439,0.468314096,0.358470639,0,1.14893055,0.361423492,27.08545327
t_13,50,51,DT,0.409979311,0.488399043,0.5474086,0.488399043,0.468123925,0.358431915,0,1.040279865,0.376033068,27.36808801
t_13,51,52,DT,0.410020211,0.488673391,0.547991371,0.488673391,0.468980057,0.358476914,0,1.147420406,0.35814333,27.02854204
t_13,52,53,DT,0.41006929,0.48870564,0.547294695,0.48870564,0.468870422,0.35853671,0,1.126029968,0.364721775,27.29119253
t_13,53,54,DT,0.41006111,0.488475851,0.548153469,0.488475851,0.468581525,0.358526886,0,1.117916584,0.35992384,26.92087507
t_13,54,55,DT,0.409979311,0.487892791,0.547456463,0.487892791,0.468432752,0.358430902,0,1.126115084,0.377342463,27.76364899
t_13,55,56,DT,0.410012031,0.488234771,0.547834293,0.488234771,0.46840233,0.358469204,0,1.079900026,0.370959282,25.82686281
t_13,56,57,DT,0.410012031,0.488939887,0.548223595,0.488939887,0.469497038,0.358469161,0,1.11869669,0.366640568,25.9780159
t_13,57,58,DT,0.409954772,0.488006168,0.548428846,0.488006168,0.468631548,0.358400808,0,1.13889432,0.351157665,27.4206903
t_13,58,59,DT,0.410012031,0.488527209,0.547727802,0.488527209,0.468926772,0.358469696,0,1.096612453,0.34526825,26.23029733
t_13,59,60,DT,0.410110189,0.489201464,0.549034036,0.489201464,0.470369807,0.358580205,0,1.098321199,0.369661331,27.54751039
t_13,60,61,DT,0.41002839,0.488540674,0.547733304,0.488540674,0.46907109,0.358488659,0,1.119401693,0.371139288,26.75984025
t_13,61,62,DT,0.409938412,0.487231539,0.547207148,0.487231539,0.467225289,0.358384232,0,1.111557245,0.357735157,26.8087182
t_13,62,63,DT,0.41007747,0.488743335,0.548305876,0.488743335,0.469224228,0.358544776,0,1.127764702,0.356226683,27.44407129
t_13,63,64,DT,0.410003851,0.488825354,0.54763937,0.488825354,0.469037509,0.358458821,0,1.133944511,0.346597195,25.97985578
t_13,64,65,DT,0.41007747,0.488577906,0.548471961,0.488577906,0.468942926,0.358542982,0,1.032777071,0.375557184,27.49410152
t_13,65,66,DT,0.410020211,0.488729438,0.546608024,0.488729438,0.468114064,0.358480392,0,1.160616636,0.374360085,27.30551529
t_13,66,67,DT,0.41002839,0.488761256,0.547322955,0.488761256,0.468468957,0.358489135,0,1.126788139,0.369988203,26.32025146
t_13,67,68,DT,0.41003657,0.48850153,0.548973453,0.48850153,0.46923475,0.358493704,0,1.101866007,0.35433197,26.92971182
t_13,68,69,DT,0.409987491,0.488227907,0.547501548,0.488227907,0.468242677,0.358440335,0,1.170101881,0.362238169,26.79174471
t_13,69,70,DT,0.41006929,0.48806561,0.547709737,0.48806561,0.468687407,0.358535673,0,1.132983923,0.371273279,27.05761433
t_13,70,71,DT,0.41003657,0.488577475,0.547700601,0.488577475,0.468393599,0.358498357,0,1.137830019,0.428948402,27.40296483
t_13,71,72,DT,0.410110189,0.488407758,0.547576877,0.488407758,0.468750582,0.358581857,0,1.064163208,0.354616404,26.91166067
t_13,72,73,DT,0.410003851,0.488197076,0.547346176,0.488197076,0.468286252,0.358459961,0,1.138566256,0.364434242,27.00984883
t_13,73,74,DT,0.41002839,0.488888266,0.548453239,0.488888266,0.469203417,0.358485774,0,1.161720276,0.360996008,26.62157726
t_13,74,75,DT,0.409913872,0.487758487,0.547917009,0.487758487,0.468228431,0.358353537,0,1.133672953,0.349516869,26.06762099
t_13,75,76,DT,0.410012031,0.488857173,0.548093022,0.488857173,0.469268784,0.35846758,0,1.127343178,0.37861824,28.2337985
t_13,76,77,DT,0.410012031,0.488108654,0.547410672,0.488108654,0.468562722,0.358469417,0,1.179521799,0.355134726,27.1364553
t_13,77,78,DT,0.410012031,0.487848759,0.548825143,0.487848759,0.468890771,0.358466996,0,1.141860485,0.376053572,26.72490358
t_13,78,79,DT,0.410003851,0.488400924,0.546765605,0.488400924,0.468522993,0.358463012,0,1.120522738,0.370112896,26.89835954
t_13,79,80,DT,0.410012031,0.487898931,0.547185369,0.487898931,0.468081055,0.358467767,0,1.076005936,0.360215902,27.05775952
t_13,80,81,DT,0.41005293,0.48855929,0.547375549,0.48855929,0.468678159,0.358517706,0,1.049485445,0.356533051,27.50819087
t_13,81,82,DT,0.410110189,0.488864731,0.547777316,0.488864731,0.46920366,0.358584065,0,1.152274132,0.362546444,26.92428064
t_13,82,83,DT,0.41004475,0.489022864,0.546558513,0.489022864,0.468798679,0.358509807,0,1.162353277,0.352704048,27.04584169
t_13,83,84,DT,0.410020211,0.487842158,0.547726332,0.487842158,0.468272463,0.358479212,0,1.126269579,0.373412609,26.64389086
t_13,84,85,DT,0.410085649,0.488769277,0.547916617,0.488769277,0.469201913,0.358554246,0,1.163482428,0.361081123,26.7381916
t_13,85,86,DT,0.410012031,0.48848202,0.54876811,0.48848202,0.468809038,0.358467179,0,1.100834131,0.360116959,27.21878767
t_13,86,87,DT,0.410020211,0.487930749,0.547396614,0.487930749,0.468189588,0.358478849,0,1.180203915,0.376916409,27.58495951
t_13,87,88,DT,0.41002839,0.488045281,0.547013315,0.488045281,0.468229103,0.358487778,0,1.110257387,0.373276234,26.55236387
t_13,88,89,DT,0.409946592,0.487980226,0.546893583,0.487980226,0.467781745,0.358394986,0,1.168104887,0.361049175,26.81995296
t_13,89,90,DT,0.410012031,0.487766045,0.546017386,0.487766045,0.46744737,0.358471946,0,1.149788857,0.365755796,26.7254405
t_13,90,91,DT,0.410020211,0.488432017,0.548451493,0.488432017,0.469072821,0.358476816,0,1.102075577,0.381247282,27.2585752
t_13,91,92,DT,0.409971131,0.487738947,0.547877662,0.487738947,0.467693971,0.358420847,0,1.231609344,0.373716593,27.66972423
t_13,92,93,DT,0.41003657,0.488457234,0.547073472,0.488457234,0.468345477,0.35849792,0,1.140846491,0.341075897,26.78347564
t_13,93,94,DT,0.41002839,0.488341809,0.547557792,0.488341809,0.46778469,0.358487179,0,1.11695075,0.362221479,26.77761912
t_13,94,95,DT,0.409987491,0.488392442,0.547617689,0.488392442,0.468095874,0.358439381,0,1.156676769,0.380792141,27.08865404
t_13,95,96,DT,0.409987491,0.488171859,0.547426972,0.488171859,0.468426783,0.358441012,0,1.138893843,0.360211849,26.35546899
t_13,96,97,DT,0.41003657,0.488831494,0.547651238,0.488831494,0.46880603,0.35849652,0,0.950321436,0.281555891,27.4636662
t_13,97,98,DT,0.41006929,0.488584507,0.548451898,0.488584507,0.469063241,0.358533675,0,1.122853756,0.355192184,26.7525456
t_13,98,99,DT,0.409962951,0.488373826,0.546888088,0.488373826,0.467987259,0.358414459,0,1.147545099,0.371277332,26.809726
t_13,99,100,DT,0.41004475,0.488318641,0.546869692,0.488318641,0.468593696,0.358508326,0,1.070818424,0.354748726,27.8987627
,,,,Acc,b_Acc,Prec,Rec,F1,kap,ROC,tra-T,test-T,Al-Time
,,,,0.410,0.488,0.548,0.488,0.469,0.358,0.000,1.126,0.364,26.928
,,,,0.000,0.000,0.001,0.000,0.001,0.000,0.000,0.040,0.021,0.655
